MMMM_YY,Employee_ID,Age,Gender,City,Education_Level,Department,Income,Date_Of_Joining,LastWorkingDate,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Overtime_Flag
Oct-22,10283,52.0,1,AHM,1,Operations,84109.0,2021-04-11,,Senior Analyst,C,37757,2.0,1
Nov-22,10283,52.0,1,AHM,1,Operations,84109.0,2021-04-11,,Senior Analyst,C,50056,3.0,0
Dec-22,10283,52.0,1,AHM,1,Operations,84109.0,2021-04-11,,Senior Analyst,C,23411,4.0,0
Jan-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,37164,1.0,1
Feb-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,20460,4.0,1
Mar-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,43914,3.0,0
Apr-21,10284,29.0,0,KOL,0,Operations,,2020-09-03,,Analyst,A,30138,2.0,1
May-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,-15633,1.0,1
Jun-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,22193,,1
Jul-21,10284,,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,27937,3.0,1
Aug-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,12180,2.0,0
Sep-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,57167,3.0,1
Oct-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,42122,3.0,1
Nov-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,22966,1.0,0
Dec-21,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,52439,4.0,0
Jan-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,28888,1.0,1
Feb-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,14756,3.0,1
Mar-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,-12122,1.0,1
Apr-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,22906,2.0,1
May-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,29818,2.0,1
Jun-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,25595,2.0,1
Jul-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,36220,1.0,1
Aug-22,10284,29.0,0,KOL,0,Operations,,2020-09-03,,Analyst,A,-29191,1.0,0
Sep-22,10284,29.0,0,KOL,0,Operations,56878.0,2020-09-03,,Analyst,A,44328,1.0,1
Oct-22,10284,29.0,0,KOL,0,Operations,61662.0,2020-09-03,,Analyst,A,-36157,3.0,0
Nov-22,10284,,0,KOL,0,Operations,61662.0,2020-09-03,,Analyst,A,-27515,2.0,1
Dec-22,10284,29.0,0,KOL,0,Operations,61662.0,2020-09-03,,Analyst,A,29856,2.0,1
Jan-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,68496,1.0,0
Feb-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,13019,3.0,0
Mar-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,-5912,4.0,0
Apr-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,-15989,1.0,1
May-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,36646,4.0,1
Jun-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,36020,3.0,1
Jul-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,31561,3.0,1
Aug-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,32152,3.0,0
Sep-21,10285,24.0,1,BLR,1,Operations,,2020-10-26,,Analyst,B,29067,2.0,1
Oct-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,32210,3.0,1
Nov-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,3100,1.0,1
Dec-21,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,23860,3.0,1
Jan-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,8157,3.0,1
Feb-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,13128,1.0,0
Mar-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,16697,2.0,0
Apr-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,33590,3.0,0
May-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,38088,4.0,1
Jun-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,51120,1.0,0
Jul-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,34610,1.0,0
Aug-22,10285,,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,72854,2.0,1
Sep-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,15163,4.0,0
Oct-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,34891,2.0,0
Nov-22,10285,24.0,1,BLR,1,Operations,,2020-10-26,,Analyst,B,30583,3.0,0
Dec-22,10285,24.0,1,BLR,1,Operations,38821.0,2020-10-26,,Analyst,B,15648,1.0,0
Jan-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,A,87033,3.0,1
Feb-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,A,26797,3.0,0
Mar-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,A,38390,4.0,1
Apr-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,125810,4.0,0
May-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,74048,3.0,1
Jun-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,46632,2.0,0
Jul-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,44189,3.0,0
Aug-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,40802,5.0,0
Sep-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,-7902,3.0,0
Oct-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,84261,3.0,0
Nov-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,-25306,3.0,0
Dec-21,10286,25.0,1,AHM,1,IT & Digital,31054.0,2020-12-23,2021-12-04,Analyst,B,50515,3.0,0
Jan-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,70218,3.0,0
Feb-21,10287,39.0,1,CHN,0,Operations,,2018-11-19,,Manager,A,12874,2.0,1
Mar-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,33961,1.0,1
Apr-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,19086,3.0,1
May-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,39307,3.0,0
Jun-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,11951,2.0,1
Jul-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,-18595,2.0,1
Aug-21,10287,,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,30526,3.0,0
Sep-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,40086,2.0,0
Oct-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,27792,3.0,0
Nov-21,10287,39.0,1,CHN,0,Operations,,2018-11-19,,Manager,A,1913,2.0,1
Dec-21,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,-12641,2.0,0
Jan-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,A,16827,3.0,1
Feb-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,-27462,2.0,0
Mar-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,43880,3.0,1
Apr-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,53882,1.0,1
May-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,20357,4.0,0
Jun-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,12183,3.0,0
Jul-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,15225,1.0,0
Aug-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,22902,2.0,0
Sep-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,15331,1.0,0
Oct-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,14595,2.0,1
Nov-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,43633,3.0,0
Dec-22,10287,39.0,1,CHN,0,Operations,51595.0,2018-11-19,,Manager,B,52513,4.0,0
Jan-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,17594,3.0,0
Feb-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,36531,3.0,1
Mar-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,45674,2.0,0
Apr-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,25112,1.0,1
May-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,24248,3.0,0
Jun-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,27244,2.0,1
Jul-21,10288,27.0,0,CHN,1,Operations,,2018-04-27,,Senior Analyst,A,53478,2.0,0
Aug-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,36363,1.0,1
Sep-21,10288,27.0,0,CHN,1,Operations,,2018-04-27,,Senior Analyst,A,11027,3.0,0
Oct-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,11807,2.0,1
Nov-21,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,7224,4.0,0
Dec-21,10288,27.0,0,CHN,1,Operations,,2018-04-27,,Senior Analyst,A,5515,,0
Jan-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,61824,1.0,0
Feb-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,32805,3.0,1
Mar-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,48152,2.0,0
Apr-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,45872,2.0,1
May-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,17109,2.0,1
Jun-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,47276,3.0,1
Jul-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,9006,3.0,1
Aug-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,-11507,2.0,1
Sep-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,-18038,4.0,0
Oct-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,19808,2.0,1
Nov-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,2075,1.0,0
Dec-22,10288,27.0,0,CHN,1,Operations,71589.0,2018-04-27,,Senior Analyst,A,30605,3.0,1
Jan-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,212713,4.0,1
Feb-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,138794,3.0,0
Mar-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,-39304,3.0,0
Apr-21,10289,39.0,0,HYD,0,Retail Banking,,2020-11-06,,Senior Analyst,C,126040,1.0,0
May-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,137380,3.0,0
Jun-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,-34824,2.0,0
Jul-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,179375,4.0,0
Aug-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,184556,2.0,0
Sep-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,150693,3.0,0
Oct-21,10289,39.0,0,HYD,0,Retail Banking,,2020-11-06,,Senior Analyst,C,112710,3.0,1
Nov-21,10289,39.0,0,HYD,0,Retail Banking,52704.0,2020-11-06,,Senior Analyst,C,115071,2.0,0
Dec-21,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,93511,4.0,0
Jan-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,164224,4.0,0
Feb-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,203328,2.0,1
Mar-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,210572,2.0,0
Apr-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,119048,3.0,0
May-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,114704,2.0,0
Jun-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,44502,3.0,0
Jul-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,71771,3.0,0
Aug-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,198376,3.0,0
Sep-22,10289,39.0,0,HYD,0,Retail Banking,,2020-11-06,,Senior Analyst,C,222738,2.0,0
Oct-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,61498,3.0,0
Nov-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,93212,3.0,0
Dec-22,10289,39.0,0,HYD,0,Retail Banking,56648.0,2020-11-06,,Senior Analyst,C,95743,3.0,0
Jan-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,44479,2.0,1
Feb-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,1266,2.0,1
Mar-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,5888,3.0,0
Apr-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,53852,1.0,0
May-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,-16328,1.0,1
Jun-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,23922,3.0,1
Jul-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,23709,2.0,0
Aug-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,14945,3.0,1
Sep-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,475,,0
Oct-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,42842,3.0,1
Nov-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,9525,2.0,1
Dec-21,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,10182,3.0,0
Jan-22,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,47746,2.0,1
Feb-22,10290,46.0,0,KOL,0,Operations,82200.0,2018-06-14,2022-02-07,Analyst,B,-5942,2.0,0
Jan-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,88199,4.0,0
Feb-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,-26250,2.0,0
Mar-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,20395,4.0,0
Apr-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,164580,3.0,0
May-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,167236,3.0,0
Jun-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,37082,4.0,0
Jul-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,-8646,4.0,0
Aug-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,235496,2.0,1
Sep-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,118083,2.0,1
Oct-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,101980,4.0,1
Nov-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,94965,2.0,0
Dec-21,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,124251,4.0,0
Jan-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,164276,4.0,0
Feb-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,123064,2.0,0
Mar-22,10291,,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,79894,2.0,1
Apr-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,181117,5.0,0
May-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,82609,3.0,1
Jun-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,185964,4.0,0
Jul-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,229986,4.0,0
Aug-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,53409,1.0,0
Sep-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,63363,2.0,0
Oct-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,85991,3.0,1
Nov-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,234280,5.0,0
Dec-22,10291,39.0,1,HYD,1,Retail Banking,28878.0,2019-01-16,,Associate Manager,A,-34881,3.0,0
Jan-21,10292,,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,-10276,3.0,0
Feb-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,30661,3.0,1
Mar-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,52676,3.0,1
Apr-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,65710,3.0,0
May-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,62340,2.0,0
Jun-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,55999,3.0,1
Jul-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,13268,4.0,0
Aug-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,46443,3.0,0
Sep-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,76994,3.0,0
Oct-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,33337,2.0,0
Nov-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,82761,2.0,0
Dec-21,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,63801,3.0,0
Jan-22,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,47755,5.0,0
Feb-22,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,100140,4.0,0
Mar-22,10292,,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,49495,4.0,0
Apr-22,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,11378,4.0,0
May-22,10292,49.0,0,KOL,0,Risk & Compliance,54782.0,2018-05-21,,Analyst,C,31859,2.0,0
Jun-22,10292,49.0,0,KOL,0,Risk & Compliance,57139.0,2018-05-21,,Analyst,C,25622,5.0,0
Jul-22,10292,49.0,0,KOL,0,Risk & Compliance,,2018-05-21,,Analyst,C,-25598,2.0,0
Aug-22,10292,,0,KOL,0,Risk & Compliance,57139.0,2018-05-21,,Analyst,C,82602,3.0,1
Sep-22,10292,49.0,0,KOL,0,Risk & Compliance,57139.0,2018-05-21,,Analyst,C,8588,4.0,0
Oct-22,10292,49.0,0,KOL,0,Risk & Compliance,57139.0,2018-05-21,,Analyst,C,90959,2.0,0
Nov-22,10292,49.0,0,KOL,0,Risk & Compliance,57139.0,2018-05-21,,Analyst,C,85627,3.0,0
Dec-22,10292,49.0,0,KOL,0,Risk & Compliance,57139.0,2018-05-21,,Analyst,C,20970,3.0,0
Jan-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,10639,2.0,1
Feb-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,34018,2.0,1
Mar-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,-1803,3.0,1
Apr-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,18267,2.0,0
May-21,10293,39.0,0,PUN,1,Operations,,2021-05-03,,Analyst,C,32653,2.0,1
Jun-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,57642,2.0,1
Jul-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,53636,3.0,0
Aug-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,10750,2.0,1
Sep-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,26993,2.0,0
Oct-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,6485,2.0,1
Nov-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,-26883,2.0,1
Dec-21,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,52015,3.0,1
Jan-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,38021,1.0,0
Feb-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,-15713,2.0,0
Mar-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,22553,3.0,1
Apr-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,40977,4.0,1
May-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,53200,2.0,1
Jun-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,11348,3.0,0
Jul-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,35189,4.0,1
Aug-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,12889,2.0,0
Sep-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,40345,3.0,1
Oct-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,C,19849,3.0,1
Nov-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,D,48236,3.0,1
Dec-22,10293,39.0,0,PUN,1,Operations,32456.0,2021-05-03,,Analyst,D,-25813,2.0,0
Jan-21,10294,24.0,1,PUN,2,Risk & Compliance,61545.0,2018-05-20,,Senior Analyst,C,54560,2.0,0
Feb-21,10294,24.0,1,PUN,2,Risk & Compliance,61545.0,2018-05-20,,Senior Analyst,C,86559,3.0,0
Mar-21,10294,24.0,1,PUN,2,Risk & Compliance,61545.0,2018-05-20,,Senior Analyst,C,83218,3.0,1
Apr-21,10294,24.0,1,PUN,2,Risk & Compliance,61545.0,2018-05-20,,Senior Analyst,C,79999,3.0,0
May-21,10294,24.0,1,PUN,2,Risk & Compliance,61545.0,2018-05-20,,Senior Analyst,C,17958,5.0,0
Jun-21,10294,24.0,1,PUN,2,Risk & Compliance,61545.0,2018-05-20,,Senior Analyst,C,132463,3.0,0
Jul-21,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,51853,3.0,0
Aug-21,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,51232,4.0,0
Sep-21,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,83968,2.0,0
Oct-21,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,37496,1.0,0
Nov-21,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,39303,4.0,1
Dec-21,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,76377,2.0,0
Jan-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,13333,2.0,0
Feb-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,-7563,3.0,1
Mar-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,63934,4.0,0
Apr-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,41260,3.0,1
May-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,85710,3.0,0
Jun-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,69640,3.0,0
Jul-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,76379,3.0,0
Aug-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,22630,3.0,0
Sep-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,60285,3.0,0
Oct-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,-28047,4.0,0
Nov-22,10294,24.0,1,PUN,2,Risk & Compliance,67177.0,2018-05-20,,Senior Analyst,C,53314,3.0,0
